MarkerName,Effect,StdErr,P-value,Direction,HetISq,HetChiSq,HetDf,HetPVal,CpG_chrm,CpG_beg,CpG_end,probe_strand,genesUniq,geneNames,transcriptTypes,transcriptIDs,distToTSS,CGI,CGIposition,snpID,snpChrm,snpEnd,snpRef,snpAlt,GAN,GAC,GAF,distance
cg2219,0.0722,0.2886,0.8026,-+,0,0.431,1,0.5115,,,,,,,,,,,,,,,,,,,,
cg1959,0.0605,0.2426,0.8032,+-,0,0.477,1,0.4898,,,,,,,,,,,,,,,,,,,,
cg712,-0.0551,0.2212,0.8033,+-,0,0.157,1,0.6918,,,,,,,,,,,,,,,,,,,,
cg3638,-0.1041,0.4191,0.8038,+-,0,0.595,1,0.4403,,,,,,,,,,,,,,,,,,,,
cg2553,-0.0746,0.301,0.8042,--,0,0.229,1,0.6319,,,,,,,,,,,,,,,,,,,,
cg3474,-0.0469,0.189,0.8042,+-,82.5,5.721,1,0.01676,,,,,,,,,,,,,,,,,,,,
cg4774,-0.0351,0.1414,0.8043,+-,0,0.349,1,0.5548,,,,,,,,,,,,,,,,,,,,
cg1978,0.0616,0.249,0.8045,-+,58.5,2.408,1,0.1207,,,,,,,,,,,,,,,,,,,,
cg34,0.0632,0.2555,0.8045,+-,90.2,10.232,1,0.00138,,,,,,,,,,,,,,,,,,,,
cg361,-0.0555,0.2246,0.8049,+-,60.1,2.508,1,0.1133,,,,,,,,,,,,,,,,,,,,
cg1431,0.1173,0.4752,0.8051,++,0,0.022,1,0.8833,,,,,,,,,,,,,,,,,,,,
cg2421,-0.1261,0.5118,0.8053,-+,0,0.55,1,0.4584,,,,,,,,,,,,,,,,,,,,
cg2633,-0.0815,0.3322,0.8062,-+,0,0.519,1,0.4715,,,,,,,,,,,,,,,,,,,,
cg2685,0.1066,0.4352,0.8066,++,0,0.014,1,0.9057,,,,,,,,,,,,,,,,,,,,
cg4439,0.1004,0.4101,0.8067,+-,0,0.085,1,0.7711,,,,,,,,,,,,,,,,,,,,
cg3469,-0.1029,0.4208,0.8068,+-,0,0.306,1,0.5802,,,,,,,,,,,,,,,,,,,,
cg2816,-0.0918,0.3755,0.8069,-+,0,0.307,1,0.5797,,,,,,,,,,,,,,,,,,,,
cg2277,0.0945,0.3868,0.807,+-,0,0.163,1,0.6863,,,,,,,,,,,,,,,,,,,,
cg2153,-0.1129,0.4631,0.8073,+-,0,0.273,1,0.6014,,,,,,,,,,,,,,,,,,,,
cg63,-0.0891,0.3658,0.8075,-+,0,0.156,1,0.6925,,,,,,,,,,,,,,,,,,,,
cg4044,-0.0861,0.3533,0.8075,-+,0,0.396,1,0.5289,,,,,,,,,,,,,,,,,,,,
cg3388,-0.1404,0.5767,0.8077,--,0,0.05,1,0.8229,,,,,,,,,,,,,,,,,,,,
cg672,0.0406,0.1668,0.8078,-+,29.6,1.42,1,0.2334,,,,,,,,,,,,,,,,,,,,
cg3327,-0.1704,0.7007,0.8079,+-,0,0.18,1,0.6714,,,,,,,,,,,,,,,,,,,,
cg2447,0.0887,0.3652,0.808,-+,14.1,1.164,1,0.2806,,,,,,,,,,,,,,,,,,,,
cg1988,0.124,0.5104,0.8081,+-,0,0.051,1,0.8206,,,,,,,,,,,,,,,,,,,,
cg256,-0.0719,0.2977,0.8092,+-,0,0.887,1,0.3462,,,,,,,,,,,,,,,,,,,,
cg2751,-0.1033,0.4305,0.8104,-+,24.5,1.325,1,0.2497,,,,,,,,,,,,,,,,,,,,
cg2094,0.1177,0.4907,0.8104,-+,8.1,1.088,1,0.2969,,,,,,,,,,,,,,,,,,,,
cg1763,0.0556,0.2317,0.8104,+-,0,0.571,1,0.45,,,,,,,,,,,,,,,,,,,,
cg4037,0.0916,0.3828,0.8108,+-,0,0.296,1,0.5864,,,,,,,,,,,,,,,,,,,,
cg200,-0.0973,0.407,0.811,-+,0,0.063,1,0.8012,,,,,,,,,,,,,,,,,,,,
cg3439,-0.0159,0.0665,0.8112,+-,51.7,2.072,1,0.15,,,,,,,,,,,,,,,,,,,,
cg1319,0.1569,0.6571,0.8113,+-,0,0.26,1,0.6098,,,,,,,,,,,,,,,,,,,,
cg3265,-0.0716,0.3004,0.8117,+-,0,0.533,1,0.4655,,,,,,,,,,,,,,,,,,,,
cg2879,-0.0922,0.3876,0.812,-+,35.5,1.55,1,0.2131,,,,,,,,,,,,,,,,,,,,
cg1722,0.091,0.3837,0.8126,+-,0,0.594,1,0.4408,,,,,,,,,,,,,,,,,,,,
cg1611,-0.1404,0.5933,0.8129,-+,0,0.227,1,0.6339,,,,,,,,,,,,,,,,,,,,
cg3781,-0.0924,0.3908,0.8131,-+,0,0.919,1,0.3377,,,,,,,,,,,,,,,,,,,,
cg376,0.0775,0.3292,0.8138,+-,87.4,7.951,1,0.004806,,,,,,,,,,,,,,,,,,,,
cg2872,-0.1088,0.4626,0.8141,+-,0,0.042,1,0.8375,,,,,,,,,,,,,,,,,,,,
cg2195,0.0452,0.1923,0.8141,-+,46.9,1.883,1,0.1699,,,,,,,,,,,,,,,,,,,,
cg2725,0.0862,0.3669,0.8142,-+,0,0.403,1,0.5253,,,,,,,,,,,,,,,,,,,,
cg1509,-0.106,0.4513,0.8143,-+,0,0.437,1,0.5085,,,,,,,,,,,,,,,,,,,,
cg1678,-0.0592,0.2529,0.8148,-+,38.9,1.638,1,0.2006,,,,,,,,,,,,,,,,,,,,
cg566,0.0922,0.3941,0.8149,+-,8.2,1.089,1,0.2967,,,,,,,,,,,,,,,,,,,,
cg2592,0.0993,0.4254,0.8155,+-,40.5,1.682,1,0.1947,,,,,,,,,,,,,,,,,,,,
cg1126,0.0294,0.126,0.8157,+-,49,1.961,1,0.1614,,,,,,,,,,,,,,,,,,,,
cg3028,-0.0698,0.301,0.8166,-+,0,0.436,1,0.5091,,,,,,,,,,,,,,,,,,,,
cg3723,0.1123,0.4845,0.8167,-+,0,0.015,1,0.9026,,,,,,,,,,,,,,,,,,,,
cg2720,-0.0955,0.4122,0.8168,-+,0,0.183,1,0.6689,,,,,,,,,,,,,,,,,,,,
cg3444,-0.1201,0.52,0.8173,+-,0,0.1,1,0.7518,,,,,,,,,,,,,,,,,,,,
cg3543,0.0454,0.1972,0.8179,-+,0,0.155,1,0.6942,,,,,,,,,,,,,,,,,,,,
cg4384,0.0863,0.3754,0.8181,++,0,0.012,1,0.9143,,,,,,,,,,,,,,,,,,,,
cg3707,-0.0286,0.1245,0.8182,+-,95.6,22.518,1,2.082e-06,,,,,,,,,,,,,,,,,,,,
cg2194,0.0886,0.3857,0.8182,-+,12.3,1.14,1,0.2856,,,,,,,,,,,,,,,,,,,,
cg4876,-0.1295,0.564,0.8184,+-,0,0.11,1,0.7401,,,,,,,,,,,,,,,,,,,,
cg1968,0.0795,0.3465,0.8185,-+,0,0.058,1,0.8102,,,,,,,,,,,,,,,,,,,,
cg1538,-0.0262,0.1143,0.8188,--,0,0.411,1,0.5215,,,,,,,,,,,,,,,,,,,,
cg3346,-0.1292,0.564,0.8189,+-,0,0.398,1,0.528,,,,,,,,,,,,,,,,,,,,
cg1071,-0.0757,0.3314,0.8193,+-,34,1.514,1,0.2185,,,,,,,,,,,,,,,,,,,,
cg2760,0.0709,0.3106,0.8194,-+,42.1,1.728,1,0.1887,,,,,,,,,,,,,,,,,,,,
cg1388,-0.0718,0.3146,0.8196,+-,8.8,1.097,1,0.295,,,,,,,,,,,,,,,,,,,,
cg454,-0.0886,0.3887,0.8198,+-,47.3,1.897,1,0.1684,,,,,,,,,,,,,,,,,,,,
cg3626,-0.1028,0.451,0.8198,-+,74.3,3.885,1,0.04871,,,,,,,,,,,,,,,,,,,,
cg4810,-0.0775,0.3403,0.8199,--,0,0.014,1,0.9045,,,,,,,,,,,,,,,,,,,,
cg4636,0.093,0.4106,0.8207,++,0,0.032,1,0.8569,,,,,,,,,,,,,,,,,,,,
cg4172,-0.0619,0.2734,0.8208,-+,54.8,2.211,1,0.137,,,,,,,,,,,,,,,,,,,,
cg1282,0.0143,0.0632,0.8208,++,0,0.042,1,0.8377,,,,,,,,,,,,,,,,,,,,
cg3199,-0.1213,0.5359,0.8209,-+,0,0.918,1,0.338,,,,,,,,,,,,,,,,,,,,
cg2487,-0.0737,0.3256,0.8209,-+,0,0.79,1,0.374,,,,,,,,,,,,,,,,,,,,
cg819,0.0677,0.2994,0.8211,+-,46.6,1.872,1,0.1712,,,,,,,,,,,,,,,,,,,,
cg2830,-0.0206,0.0912,0.8211,+-,0,0.268,1,0.6047,,,,,,,,,,,,,,,,,,,,
cg2913,0.0929,0.4117,0.8215,-+,0,0.44,1,0.5071,,,,,,,,,,,,,,,,,,,,
cg1743,-0.0741,0.3289,0.8217,+-,70.5,3.385,1,0.06581,,,,,,,,,,,,,,,,,,,,
cg2989,-0.0506,0.2247,0.8219,--,0,0.395,1,0.5297,,,,,,,,,,,,,,,,,,,,
cg3890,-0.0271,0.1217,0.8236,-+,63.2,2.719,1,0.09914,,,,,,,,,,,,,,,,,,,,
cg4871,-0.0859,0.3876,0.8246,--,0,0.006,1,0.9387,,,,,,,,,,,,,,,,,,,,
cg2057,-0.0944,0.4265,0.8249,--,0,0,1,0.9922,,,,,,,,,,,,,,,,,,,,
cg1256,-0.062,0.2802,0.8249,+-,69.8,3.316,1,0.06862,,,,,,,,,,,,,,,,,,,,
cg279,-0.0611,0.2764,0.8249,+-,11.5,1.13,1,0.2878,,,,,,,,,,,,,,,,,,,,
cg3220,0.1503,0.68,0.825,++,0,0.008,1,0.9284,,,,,,,,,,,,,,,,,,,,
cg3883,-0.1385,0.6262,0.825,+-,0,0.124,1,0.7251,,,,,,,,,,,,,,,,,,,,
cg4595,-0.1105,0.503,0.826,+-,0,0.289,1,0.5906,,,,,,,,,,,,,,,,,,,,
cg2068,0.0685,0.3116,0.8261,+-,0,0.251,1,0.6165,,,,,,,,,,,,,,,,,,,,
cg2359,0.1155,0.5279,0.8268,-+,0,0.23,1,0.6312,,,,,,,,,,,,,,,,,,,,
cg2888,-0.051,0.2333,0.8269,+-,68.8,3.205,1,0.07339,,,,,,,,,,,,,,,,,,,,
cg3218,0.0839,0.3839,0.8269,+-,0,0.389,1,0.5328,,,,,,,,,,,,,,,,,,,,
cg1176,0.0399,0.1825,0.8271,-+,79.2,4.816,1,0.02819,,,,,,,,,,,,,,,,,,,,
cg1198,0.1375,0.6296,0.8271,+-,0,0.684,1,0.4081,,,,,,,,,,,,,,,,,,,,
cg314,-0.0778,0.3566,0.8274,+-,71.3,3.482,1,0.06203,,,,,,,,,,,,,,,,,,,,
cg2827,-0.0585,0.2688,0.8276,-+,0,0.452,1,0.5016,,,,,,,,,,,,,,,,,,,,
cg1486,0.0749,0.344,0.8277,+-,0,0.731,1,0.3925,,,,,,,,,,,,,,,,,,,,
cg1676,-0.0198,0.0913,0.8279,-+,69,3.225,1,0.07252,,,,,,,,,,,,,,,,,,,,
cg765,-0.1037,0.4793,0.8287,-+,0,0.378,1,0.5385,,,,,,,,,,,,,,,,,,,,
cg347,-0.0776,0.359,0.829,+-,0,0.023,1,0.8804,,,,,,,,,,,,,,,,,,,,
cg1607,-0.093,0.4309,0.8291,-+,0,0.567,1,0.4513,,,,,,,,,,,,,,,,,,,,
cg1415,0.1117,0.5206,0.8301,++,0,0.022,1,0.8814,,,,,,,,,,,,,,,,,,,,
cg104,0.0531,0.2476,0.8302,-+,21.1,1.267,1,0.2604,,,,,,,,,,,,,,,,,,,,
cg22,-0.1116,0.5224,0.8308,+-,61.3,2.587,1,0.1077,,,,,,,,,,,,,,,,,,,,
cg1664,0.0872,0.4088,0.8311,+-,0,0.044,1,0.8334,,,,,,,,,,,,,,,,,,,,
cg2715,-0.0208,0.0977,0.8312,+-,0,0.003,1,0.9531,,,,,,,,,,,,,,,,,,,,
cg30,-0.0853,0.4002,0.8313,+-,56.1,2.276,1,0.1314,,,,,,,,,,,,,,,,,,,,
cg3845,0.0742,0.3487,0.8316,-+,37.9,1.609,1,0.2046,,,,,,,,,,,,,,,,,,,,
cg603,0.041,0.1931,0.8317,++,0,0.022,1,0.8816,,,,,,,,,,,,,,,,,,,,
cg895,-0.0794,0.3744,0.832,-+,76.6,4.281,1,0.03855,,,,,,,,,,,,,,,,,,,,
cg3623,0.0644,0.3046,0.8325,-+,0,0.412,1,0.521,,,,,,,,,,,,,,,,,,,,
cg2657,0.1332,0.6304,0.8326,+-,0,0.217,1,0.6413,,,,,,,,,,,,,,,,,,,,
cg2179,-0.1276,0.6081,0.8339,--,0,0.027,1,0.8704,,,,,,,,,,,,,,,,,,,,
cg2217,-0.0809,0.3875,0.8347,-+,0,0.295,1,0.587,,,,,,,,,,,,,,,,,,,,
cg955,-0.0126,0.0606,0.8348,+-,73.4,3.759,1,0.05254,,,,,,,,,,,,,,,,,,,,
cg2080,-0.061,0.2926,0.8349,+-,74,3.848,1,0.04982,,,,,,,,,,,,,,,,,,,,
cg3027,0.0257,0.1232,0.835,-+,0,0.285,1,0.5933,,,,,,,,,,,,,,,,,,,,
cg1440,0.076,0.3662,0.8355,-+,23.9,1.314,1,0.2516,,,,,,,,,,,,,,,,,,,,
cg726,-0.0992,0.4787,0.8358,+-,0,0.223,1,0.6371,,,,,,,,,,,,,,,,,,,,
cg1638,-0.1071,0.5166,0.8358,--,0,0,1,0.9825,,,,,,,,,,,,,,,,,,,,
cg307,0.1207,0.5847,0.8364,-+,0,0.099,1,0.7525,,,,,,,,,,,,,,,,,,,,
cg596,-0.0566,0.2744,0.8365,-+,76.8,4.308,1,0.03793,,,,,,,,,,,,,,,,,,,,
cg1391,0.0263,0.1274,0.8365,+-,57.1,2.329,1,0.1269,,,,,,,,,,,,,,,,,,,,
cg2172,-0.1286,0.6231,0.8366,+-,0,0.123,1,0.7259,,,,,,,,,,,,,,,,,,,,
cg4699,-0.0733,0.3554,0.8367,+-,0,0.131,1,0.7174,,,,,,,,,,,,,,,,,,,,
cg3748,-0.0247,0.12,0.8368,+-,84.2,6.312,1,0.01199,,,,,,,,,,,,,,,,,,,,
cg3069,-0.0947,0.4599,0.8369,+-,0,0.172,1,0.6785,,,,,,,,,,,,,,,,,,,,
cg1529,-0.0466,0.2266,0.8371,+-,0,0.975,1,0.3233,,,,,,,,,,,,,,,,,,,,
cg3534,0.0867,0.4228,0.8374,-+,44,1.787,1,0.1813,,,,,,,,,,,,,,,,,,,,
cg4968,-0.0713,0.3494,0.8383,-+,0,0.433,1,0.5103,,,,,,,,,,,,,,,,,,,,
cg497,0.1301,0.6391,0.8387,+-,0,0.682,1,0.4089,,,,,,,,,,,,,,,,,,,,
cg404,0.0807,0.3963,0.8387,+-,6.3,1.068,1,0.3015,,,,,,,,,,,,,,,,,,,,
cg3922,-0.1118,0.5493,0.8388,--,0,0.012,1,0.914,,,,,,,,,,,,,,,,,,,,
cg4715,-0.0684,0.3367,0.8391,--,0,0.237,1,0.6267,,,,,,,,,,,,,,,,,,,,
cg118,0.0697,0.3435,0.8393,-+,0,0.053,1,0.8171,,,,,,,,,,,,,,,,,,,,
cg1544,0.1204,0.5957,0.8398,-+,0,0.281,1,0.596,,,,,,,,,,,,,,,,,,,,
cg4002,-0.1225,0.6073,0.8401,-+,0,0.534,1,0.4648,,,,,,,,,,,,,,,,,,,,
cg206,-0.0641,0.3182,0.8404,-+,0,0.417,1,0.5185,,,,,,,,,,,,,,,,,,,,
cg1546,0.0572,0.2842,0.8404,-+,0,0.571,1,0.4498,,,,,,,,,,,,,,,,,,,,
cg10,-0.0505,0.2507,0.8405,+-,49.4,1.976,1,0.1598,,,,,,,,,,,,,,,,,,,,
cg4218,0.0586,0.2911,0.8406,-+,17.3,1.209,1,0.2716,,,,,,,,,,,,,,,,,,,,
cg3259,0.0496,0.2467,0.8407,-+,56.4,2.296,1,0.1297,,,,,,,,,,,,,,,,,,,,
cg41,0.0664,0.3305,0.8407,+-,22.9,1.296,1,0.2549,,,,,,,,,,,,,,,,,,,,
cg3219,0.0338,0.1682,0.8408,++,0,0.345,1,0.5567,,,,,,,,,,,,,,,,,,,,
cg12,0.0887,0.4426,0.8411,++,0,0.003,1,0.9573,,,,,,,,,,,,,,,,,,,,
cg4108,0.11,0.5492,0.8412,-+,0,0.238,1,0.6255,,,,,,,,,,,,,,,,,,,,
cg4315,0.0219,0.1092,0.8412,-+,76.9,4.327,1,0.03752,,,,,,,,,,,,,,,,,,,,
cg1074,-0.0625,0.3133,0.8419,+-,0,0.129,1,0.7198,,,,,,,,,,,,,,,,,,,,
cg4745,-0.0168,0.0847,0.8423,--,0,0.767,1,0.381,,,,,,,,,,,,,,,,,,,,
cg4184,-0.0665,0.3349,0.8425,+-,0,0.487,1,0.4854,,,,,,,,,,,,,,,,,,,,
cg3085,0.0747,0.3757,0.8425,+-,0,0.306,1,0.5802,,,,,,,,,,,,,,,,,,,,
cg1200,-0.096,0.4833,0.8426,-+,71.4,3.492,1,0.06166,,,,,,,,,,,,,,,,,,,,
cg709,0.1061,0.535,0.8428,-+,0,0.061,1,0.8042,,,,,,,,,,,,,,,,,,,,
cg3750,0.032,0.1614,0.8429,-+,54.6,2.202,1,0.1378,,,,,,,,,,,,,,,,,,,,
cg2609,0.0469,0.2368,0.8431,+-,45.6,1.838,1,0.1752,,,,,,,,,,,,,,,,,,,,
cg3457,-0.0898,0.4545,0.8433,+-,0,0.191,1,0.6625,,,,,,,,,,,,,,,,,,,,
cg699,-0.0244,0.1238,0.8436,--,0,0.538,1,0.4634,,,,,,,,,,,,,,,,,,,,
cg3415,-0.0593,0.3021,0.8444,-+,0,0.65,1,0.4202,,,,,,,,,,,,,,,,,,,,
cg2401,-0.0803,0.4093,0.8445,--,0,0.001,1,0.9726,,,,,,,,,,,,,,,,,,,,
cg1132,0.0816,0.417,0.8449,+-,0,0.132,1,0.7168,,,,,,,,,,,,,,,,,,,,
cg3215,-0.1243,0.6365,0.8452,-+,0,0.178,1,0.6733,,,,,,,,,,,,,,,,,,,,
cg573,0.0232,0.1193,0.8457,++,0,0.018,1,0.8935,,,,,,,,,,,,,,,,,,,,
cg3207,-0.0168,0.0864,0.8459,+-,83.5,6.06,1,0.01383,,,,,,,,,,,,,,,,,,,,
cg586,-0.0994,0.5161,0.8473,+-,46.2,1.858,1,0.1728,,,,,,,,,,,,,,,,,,,,
cg4641,-0.0712,0.3701,0.8475,-+,0,0.659,1,0.4169,,,,,,,,,,,,,,,,,,,,
cg2532,0.0906,0.4736,0.8483,-+,0,0.944,1,0.3312,,,,,,,,,,,,,,,,,,,,
cg2589,-0.1141,0.5989,0.8489,--,0,0.011,1,0.9164,,,,,,,,,,,,,,,,,,,,
cg2981,-0.054,0.2861,0.8502,+-,0,0.07,1,0.7916,,,,,,,,,,,,,,,,,,,,
cg4258,0.1213,0.6427,0.8503,-+,0,0.2,1,0.6551,,,,,,,,,,,,,,,,,,,,
cg4504,-0.0851,0.4517,0.8505,-+,0,0.526,1,0.4684,,,,,,,,,,,,,,,,,,,,
cg560,0.0901,0.481,0.8514,-+,6.7,1.072,1,0.3005,,,,,,,,,,,,,,,,,,,,
cg4133,0.0505,0.2722,0.8527,-+,0,0.416,1,0.5189,,,,,,,,,,,,,,,,,,,,
cg3082,0.076,0.4097,0.8528,+-,0,0.29,1,0.5899,,,,,,,,,,,,,,,,,,,,
cg4220,-0.0703,0.3791,0.8528,+-,0,0.464,1,0.4958,,,,,,,,,,,,,,,,,,,,
cg3350,0.0482,0.2601,0.853,-+,65.6,2.906,1,0.08825,,,,,,,,,,,,,,,,,,,,
cg595,-0.0537,0.2908,0.8535,+-,0,0.751,1,0.3863,,,,,,,,,,,,,,,,,,,,
cg2893,0.1299,0.7047,0.8537,+-,0,0.811,1,0.3679,,,,,,,,,,,,,,,,,,,,
cg1934,0.0687,0.3729,0.8538,++,0,0.003,1,0.9585,,,,,,,,,,,,,,,,,,,,
cg1543,0.0356,0.1941,0.8545,+-,89.5,9.53,1,0.002021,,,,,,,,,,,,,,,,,,,,
cg3917,-0.0546,0.2979,0.8546,-+,0,0.991,1,0.3195,,,,,,,,,,,,,,,,,,,,
cg2786,0.0983,0.5362,0.8546,+-,0,0.118,1,0.7313,,,,,,,,,,,,,,,,,,,,
cg839,-0.0502,0.2743,0.8548,+-,0,0.834,1,0.3611,,,,,,,,,,,,,,,,,,,,
cg4043,-0.0408,0.2231,0.8548,-+,60.1,2.507,1,0.1134,,,,,,,,,,,,,,,,,,,,
cg1340,0.0498,0.2737,0.8555,++,0,0.006,1,0.9373,,,,,,,,,,,,,,,,,,,,
cg61,0.0745,0.4092,0.8555,+-,0,0.854,1,0.3554,,,,,,,,,,,,,,,,,,,,
cg3836,-0.0613,0.3372,0.8558,+-,0,0.05,1,0.8238,,,,,,,,,,,,,,,,,,,,
cg4376,-0.0517,0.2855,0.8563,+-,0,0.246,1,0.6196,,,,,,,,,,,,,,,,,,,,
cg1155,-0.0456,0.2527,0.8567,+-,15.5,1.184,1,0.2765,,,,,,,,,,,,,,,,,,,,
cg415,0.0657,0.3643,0.8568,-+,0,0.401,1,0.5264,,,,,,,,,,,,,,,,,,,,
cg1830,-0.0126,0.0699,0.857,+-,0,0.367,1,0.5448,,,,,,,,,,,,,,,,,,,,
cg1286,-0.0661,0.3694,0.858,-+,0,0.268,1,0.6048,,,,,,,,,,,,,,,,,,,,
cg196,-0.1016,0.5688,0.8582,-+,18.7,1.23,1,0.2674,,,,,,,,,,,,,,,,,,,,
cg4204,0.037,0.207,0.8583,-+,0,0.046,1,0.8303,,,,,,,,,,,,,,,,,,,,
cg944,-0.084,0.4714,0.8586,+-,0,0.878,1,0.3487,,,,,,,,,,,,,,,,,,,,
cg820,0.04,0.2251,0.8588,+-,0,0.305,1,0.5808,,,,,,,,,,,,,,,,,,,,
cg3887,0.0957,0.5401,0.8593,++,0,0.005,1,0.9425,,,,,,,,,,,,,,,,,,,,
cg37,-0.043,0.2428,0.8595,+-,0,0.163,1,0.6861,,,,,,,,,,,,,,,,,,,,
cg2807,0.0584,0.3314,0.8601,-+,83.5,6.05,1,0.0139,,,,,,,,,,,,,,,,,,,,
cg1989,-0.0265,0.1507,0.8605,--,0,0.165,1,0.685,,,,,,,,,,,,,,,,,,,,
cg3557,0.0343,0.1956,0.8607,-+,53,2.13,1,0.1445,,,,,,,,,,,,,,,,,,,,
cg2286,0.054,0.3083,0.8609,+-,0,0.1,1,0.7523,,,,,,,,,,,,,,,,,,,,
cg294,-0.0572,0.3268,0.861,-+,0,0.914,1,0.3391,,,,,,,,,,,,,,,,,,,,
cg1824,0.0886,0.5068,0.8612,+-,0,0.162,1,0.6877,,,,,,,,,,,,,,,,,,,,
cg1510,-0.0672,0.3847,0.8614,+-,0,0.124,1,0.7248,,,,,,,,,,,,,,,,,,,,
cg1605,-0.0757,0.4346,0.8617,--,0,0.024,1,0.8769,,,,,,,,,,,,,,,,,,,,
cg4729,0.1034,0.5954,0.8622,-+,0,0.334,1,0.5635,,,,,,,,,,,,,,,,,,,,
cg4611,-0.0412,0.2392,0.8633,--,0,0.003,1,0.9573,,,,,,,,,,,,,,,,,,,,
cg1769,0.0374,0.2177,0.8636,+-,0,0.808,1,0.3688,,,,,,,,,,,,,,,,,,,,
cg3226,-0.0759,0.4419,0.8637,-+,67.1,3.038,1,0.08134,,,,,,,,,,,,,,,,,,,,
cg3999,0.0484,0.2817,0.8637,+-,0,0.254,1,0.6141,,,,,,,,,,,,,,,,,,,,
cg2151,0.1048,0.6125,0.8642,+-,6.7,1.071,1,0.3007,,,,,,,,,,,,,,,,,,,,
cg2255,-0.0568,0.3321,0.8642,+-,0,0.697,1,0.4038,,,,,,,,,,,,,,,,,,,,
cg1424,0.0639,0.3743,0.8644,-+,64.7,2.834,1,0.09227,,,,,,,,,,,,,,,,,,,,
cg3622,-0.0104,0.0611,0.865,-+,97.5,39.861,1,2.727e-10,,,,,,,,,,,,,,,,,,,,
cg745,0.0291,0.1715,0.8651,-+,0,0.13,1,0.7188,,,,,,,,,,,,,,,,,,,,
cg432,-0.0546,0.3217,0.8652,+-,0,0.451,1,0.5018,,,,,,,,,,,,,,,,,,,,
cg3921,-0.1008,0.5939,0.8652,--,0,0.007,1,0.9337,,,,,,,,,,,,,,,,,,,,
cg459,0.0832,0.4909,0.8655,+-,0,0.567,1,0.4516,,,,,,,,,,,,,,,,,,,,
cg4878,-0.0426,0.2521,0.8657,-+,0,0.332,1,0.5647,,,,,,,,,,,,,,,,,,,,
cg2497,-0.0743,0.4398,0.8658,--,0,0.005,1,0.9448,,,,,,,,,,,,,,,,,,,,
cg4529,0.0222,0.132,0.8665,++,0,0.041,1,0.8399,,,,,,,,,,,,,,,,,,,,
cg2148,0.0564,0.3355,0.8665,+-,0,0.307,1,0.5792,,,,,,,,,,,,,,,,,,,,
cg3763,-0.0875,0.5209,0.8666,--,0,0.026,1,0.8711,,,,,,,,,,,,,,,,,,,,
cg1747,-0.0843,0.5044,0.8673,--,0,0.014,1,0.9049,,,,,,,,,,,,,,,,,,,,
cg3399,0.054,0.3235,0.8674,+-,68.2,3.144,1,0.0762,,,,,,,,,,,,,,,,,,,,
cg4755,-0.1015,0.6086,0.8676,-+,0,0.162,1,0.6876,,,,,,,,,,,,,,,,,,,,
cg681,-0.0306,0.1837,0.8676,+-,0,0.515,1,0.4731,,,,,,,,,,,,,,,,,,,,
cg2775,0.0706,0.4236,0.8676,+-,0,0.336,1,0.5621,,,,,,,,,,,,,,,,,,,,
cg2329,-0.0563,0.3383,0.8679,+-,0,0.443,1,0.5056,,,,,,,,,,,,,,,,,,,,
cg3614,0.0787,0.4792,0.8695,++,0,0.056,1,0.8122,,,,,,,,,,,,,,,,,,,,
cg1314,0.051,0.3104,0.8696,++,0,0.024,1,0.878,,,,,,,,,,,,,,,,,,,,
cg1271,0.0472,0.2885,0.87,++,0,0,1,0.999,,,,,,,,,,,,,,,,,,,,
cg461,-0.0717,0.4387,0.8701,+-,0,0.21,1,0.6469,,,,,,,,,,,,,,,,,,,,
cg2728,-0.0987,0.6074,0.8709,-+,0,0.202,1,0.6534,,,,,,,,,,,,,,,,,,,,
cg2384,-0.0409,0.2521,0.8711,+-,78.5,4.661,1,0.03086,,,,,,,,,,,,,,,,,,,,
cg605,-0.0566,0.3493,0.8712,-+,18.2,1.222,1,0.2689,,,,,,,,,,,,,,,,,,,,
cg4895,0.0728,0.45,0.8714,-+,0,0.132,1,0.7165,,,,,,,,,,,,,,,,,,,,
cg224,-0.0576,0.3562,0.8715,+-,0,0.143,1,0.7057,,,,,,,,,,,,,,,,,,,,
cg2431,0.0309,0.1909,0.8716,++,0,0.039,1,0.8433,,,,,,,,,,,,,,,,,,,,
cg723,-0.1042,0.6453,0.8718,--,0,0.006,1,0.9377,,,,,,,,,,,,,,,,,,,,
cg604,0.0893,0.5538,0.8719,-+,0,0.013,1,0.9085,,,,,,,,,,,,,,,,,,,,
cg2673,-0.067,0.4161,0.8721,-+,57,2.328,1,0.1271,,,,,,,,,,,,,,,,,,,,
cg3307,-0.06,0.3733,0.8722,+-,0,0.244,1,0.6212,,,,,,,,,,,,,,,,,,,,
cg4213,-0.0385,0.2396,0.8722,-+,0,0.441,1,0.5065,,,,,,,,,,,,,,,,,,,,
cg4203,-0.0527,0.3276,0.8723,+-,15.8,1.187,1,0.2759,,,,,,,,,,,,,,,,,,,,
cg754,0.0804,0.5013,0.8726,-+,0,0.997,1,0.3181,,,,,,,,,,,,,,,,,,,,
cg4152,0.0317,0.2001,0.874,+-,0,0.502,1,0.4787,,,,,,,,,,,,,,,,,,,,
cg2990,-0.0228,0.1439,0.874,--,0,0.002,1,0.9664,,,,,,,,,,,,,,,,,,,,
cg4130,0.0858,0.5417,0.8742,+-,0,0.094,1,0.7592,,,,,,,,,,,,,,,,,,,,
